,Gênero musical favorito,Deseja gastar,Até quanto pretende gastar?,O quão longe gostaria de ir?,Gostaria de comer durante o passeio?,Qual o seu estado civil?,É religioso?,Tem filhos?,Gosta de esportes?,Quais esportes?,Torce para algum time?,Estilo de filme favorito:,Ponto de partida,Locais
285,7,FALSE,457,31,TRUE,2,TRUE,TRUE,FALSE,3,3,3,73,Oslo
286,1,TRUE,245,78,TRUE,4,TRUE,TRUE,TRUE,2,3,6,31,Oslo
287,5,FALSE,381,29,FALSE,1,TRUE,TRUE,FALSE,5,2,5,88,Oslo
288,7,TRUE,317,5,TRUE,3,FALSE,FALSE,FALSE,5,2,6,32,Oslo
289,4,TRUE,285,47,TRUE,1,TRUE,FALSE,TRUE,2,1,1,84,Oslo
290,3,TRUE,438,46,TRUE,2,FALSE,TRUE,FALSE,3,4,6,61,Oslo
291,4,TRUE,230,35,FALSE,2,FALSE,TRUE,FALSE,4,4,2,10,Oslo
292,3,FALSE,193,15,TRUE,4,FALSE,FALSE,FALSE,3,1,6,36,Oslo
293,6,TRUE,215,43,FALSE,2,TRUE,TRUE,TRUE,2,1,6,4,Oslo
294,7,TRUE,286,5,FALSE,4,TRUE,TRUE,TRUE,3,2,5,88,Oslo
295,5,FALSE,30,12,FALSE,3,TRUE,TRUE,TRUE,4,4,7,66,Oslo
296,7,TRUE,72,50,FALSE,4,TRUE,FALSE,FALSE,1,4,3,53,Oslo
297,3,FALSE,55,80,FALSE,2,FALSE,TRUE,TRUE,2,3,6,58,Oslo
298,5,TRUE,3,34,FALSE,2,TRUE,TRUE,TRUE,2,4,4,36,Oslo
299,3,TRUE,165,65,FALSE,2,TRUE,FALSE,TRUE,1,3,4,2,Oslo
300,4,TRUE,119,52,TRUE,3,TRUE,TRUE,TRUE,2,1,6,11,Oslo
301,6,TRUE,222,24,TRUE,1,TRUE,FALSE,TRUE,4,3,6,44,Oslo
302,4,TRUE,389,83,TRUE,3,FALSE,TRUE,TRUE,4,1,7,49,Oslo
303,1,FALSE,493,58,TRUE,1,FALSE,FALSE,FALSE,4,2,5,69,Oslo
304,6,FALSE,288,6,TRUE,4,TRUE,FALSE,TRUE,2,2,1,46,Oslo
305,6,FALSE,6,47,TRUE,2,FALSE,FALSE,FALSE,3,2,2,24,Oslo
306,3,TRUE,206,71,FALSE,2,FALSE,FALSE,TRUE,1,1,7,39,Oslo
307,4,TRUE,484,14,FALSE,1,FALSE,FALSE,FALSE,1,1,4,87,Oslo
308,6,TRUE,116,70,TRUE,1,TRUE,TRUE,TRUE,4,4,1,39,Oslo
309,7,TRUE,82,86,FALSE,3,TRUE,TRUE,TRUE,3,1,1,27,Oslo
310,5,FALSE,315,63,TRUE,2,TRUE,FALSE,FALSE,1,1,2,72,Oslo
311,6,TRUE,353,9,FALSE,1,FALSE,TRUE,FALSE,3,1,6,9,Oslo
312,6,FALSE,87,47,TRUE,4,FALSE,TRUE,TRUE,1,1,1,9,Oslo
313,7,TRUE,489,61,TRUE,4,TRUE,TRUE,FALSE,5,3,2,31,Oslo
314,2,FALSE,30,27,TRUE,2,TRUE,TRUE,FALSE,5,2,3,98,Oslo
315,4,FALSE,78,87,TRUE,2,TRUE,FALSE,FALSE,3,1,2,82,Oslo
316,1,TRUE,332,89,TRUE,1,FALSE,TRUE,TRUE,3,2,3,56,Oslo
317,2,FALSE,3,57,FALSE,2,TRUE,FALSE,TRUE,5,3,6,86,Oslo
318,5,TRUE,356,90,FALSE,3,FALSE,TRUE,TRUE,1,3,3,6,Oslo
319,5,FALSE,243,42,TRUE,1,FALSE,FALSE,TRUE,4,1,5,31,Oslo
320,7,FALSE,422,31,FALSE,4,TRUE,FALSE,FALSE,5,3,1,77,Oslo
321,2,TRUE,26,34,TRUE,3,TRUE,FALSE,FALSE,1,3,2,9,Oslo
322,1,FALSE,221,88,FALSE,2,FALSE,FALSE,FALSE,5,3,2,93,Oslo
323,5,TRUE,36,72,TRUE,3,TRUE,FALSE,TRUE,1,4,5,71,Oslo
324,3,FALSE,7,16,FALSE,1,FALSE,FALSE,TRUE,4,3,1,5,Oslo
325,5,TRUE,84,37,FALSE,1,FALSE,TRUE,TRUE,1,3,2,98,Oslo
326,6,FALSE,344,74,TRUE,2,TRUE,FALSE,TRUE,1,1,4,10,Oslo
327,6,FALSE,298,18,TRUE,2,FALSE,TRUE,TRUE,4,2,6,32,Oslo
328,2,TRUE,399,46,FALSE,2,TRUE,FALSE,TRUE,5,4,7,51,Oslo
329,3,FALSE,83,46,FALSE,4,TRUE,TRUE,FALSE,5,4,5,84,Oslo
330,3,FALSE,77,14,TRUE,3,TRUE,TRUE,TRUE,4,3,2,75,Oslo
331,2,FALSE,500,50,FALSE,2,TRUE,TRUE,TRUE,4,2,2,57,Oslo
332,1,TRUE,231,90,TRUE,4,FALSE,TRUE,TRUE,5,1,3,14,Oslo
333,1,FALSE,84,28,FALSE,1,FALSE,TRUE,FALSE,1,2,3,78,Oslo
334,6,FALSE,140,61,TRUE,4,FALSE,FALSE,TRUE,5,3,7,98,Oslo
335,2,TRUE,341,26,TRUE,1,TRUE,FALSE,TRUE,1,2,2,17,Oslo
336,6,TRUE,85,21,FALSE,2,TRUE,TRUE,TRUE,1,1,3,88,Oslo
337,7,FALSE,248,48,FALSE,2,FALSE,FALSE,TRUE,3,4,7,12,Oslo
338,6,TRUE,361,56,TRUE,4,TRUE,FALSE,FALSE,3,1,4,18,Oslo
339,2,FALSE,185,71,TRUE,3,TRUE,TRUE,TRUE,2,4,3,77,Oslo
340,4,FALSE,428,17,FALSE,1,FALSE,TRUE,TRUE,1,4,4,60,Oslo
341,4,TRUE,74,38,TRUE,1,FALSE,TRUE,FALSE,4,3,7,37,Oslo
342,6,FALSE,320,36,FALSE,2,TRUE,TRUE,TRUE,5,2,1,5,Oslo
343,1,TRUE,195,82,TRUE,4,FALSE,FALSE,TRUE,3,2,3,95,Oslo
344,7,TRUE,253,62,FALSE,1,TRUE,TRUE,FALSE,2,2,5,34,Oslo
345,3,TRUE,448,87,TRUE,4,TRUE,FALSE,FALSE,4,4,6,3,Oslo
346,5,FALSE,427,92,FALSE,1,TRUE,FALSE,FALSE,1,1,6,9,Oslo
347,3,TRUE,455,32,TRUE,2,TRUE,FALSE,TRUE,3,4,1,84,Oslo
348,2,FALSE,155,74,FALSE,4,FALSE,TRUE,TRUE,2,1,4,4,Oslo
349,2,TRUE,275,33,FALSE,2,FALSE,FALSE,FALSE,2,3,5,37,Oslo
350,2,FALSE,376,46,TRUE,1,TRUE,FALSE,FALSE,5,2,6,21,Oslo
351,4,FALSE,263,15,TRUE,3,FALSE,FALSE,FALSE,3,1,2,34,Oslo
352,5,FALSE,214,54,TRUE,2,TRUE,TRUE,TRUE,5,2,5,81,Oslo
353,5,TRUE,176,94,TRUE,1,FALSE,FALSE,FALSE,1,1,7,53,Oslo
354,1,FALSE,116,63,FALSE,2,FALSE,TRUE,FALSE,4,4,4,35,Oslo
355,3,FALSE,132,44,FALSE,1,FALSE,FALSE,TRUE,4,3,7,51,Oslo
356,4,FALSE,39,62,FALSE,4,FALSE,FALSE,TRUE,1,4,5,71,Oslo
357,7,TRUE,29,59,TRUE,2,TRUE,TRUE,TRUE,2,1,6,27,Oslo
358,3,TRUE,163,30,FALSE,2,FALSE,FALSE,FALSE,4,2,1,70,Oslo
359,6,FALSE,315,24,FALSE,3,TRUE,FALSE,TRUE,1,1,3,66,Oslo
360,6,FALSE,232,10,FALSE,3,FALSE,FALSE,TRUE,5,1,3,65,Oslo
361,2,FALSE,65,78,TRUE,3,FALSE,TRUE,TRUE,5,4,2,35,Oslo
362,4,TRUE,286,91,TRUE,4,TRUE,TRUE,FALSE,2,3,6,26,Oslo
363,5,FALSE,302,16,TRUE,1,TRUE,TRUE,TRUE,4,2,1,49,Oslo
364,4,TRUE,38,45,FALSE,3,TRUE,FALSE,TRUE,1,3,2,11,Oslo
365,5,TRUE,147,21,FALSE,4,TRUE,FALSE,TRUE,2,2,3,22,Oslo
366,5,FALSE,396,38,FALSE,3,FALSE,FALSE,TRUE,4,1,7,20,Oslo
367,6,TRUE,392,18,FALSE,2,FALSE,TRUE,TRUE,3,4,5,100,Oslo
368,7,FALSE,261,21,TRUE,2,TRUE,FALSE,FALSE,3,1,3,13,Oslo
369,5,TRUE,343,28,TRUE,4,FALSE,TRUE,TRUE,5,1,4,58,Oslo
370,6,TRUE,395,20,FALSE,1,FALSE,FALSE,TRUE,4,2,3,92,Oslo
371,7,FALSE,258,85,TRUE,1,FALSE,TRUE,FALSE,3,1,2,45,Oslo
372,3,FALSE,356,15,TRUE,3,TRUE,FALSE,FALSE,2,2,5,29,Oslo
373,1,FALSE,66,12,TRUE,4,TRUE,FALSE,TRUE,2,4,5,34,Oslo
374,6,FALSE,490,98,FALSE,3,FALSE,FALSE,FALSE,5,2,7,92,Oslo
375,7,FALSE,481,96,FALSE,2,FALSE,FALSE,FALSE,4,1,6,77,Oslo
376,7,FALSE,219,41,TRUE,1,FALSE,TRUE,TRUE,2,2,6,66,Oslo
377,7,TRUE,320,62,TRUE,2,FALSE,FALSE,TRUE,2,1,5,61,Oslo
378,5,FALSE,279,70,FALSE,2,TRUE,TRUE,FALSE,1,4,4,1,Oslo
379,3,FALSE,96,24,FALSE,3,FALSE,TRUE,FALSE,1,3,4,98,Oslo
380,2,TRUE,77,30,TRUE,4,FALSE,TRUE,TRUE,5,3,7,54,Oslo
381,3,FALSE,471,21,FALSE,4,TRUE,TRUE,FALSE,3,3,3,97,Oslo
382,1,TRUE,23,49,TRUE,2,FALSE,FALSE,FALSE,3,1,5,83,Oslo
383,2,FALSE,398,66,TRUE,1,TRUE,FALSE,FALSE,5,4,7,15,Oslo
384,3,TRUE,461,85,TRUE,4,FALSE,FALSE,FALSE,2,2,3,94,Oslo
385,7,TRUE,332,67,FALSE,2,FALSE,TRUE,TRUE,4,1,6,14,Oslo
386,6,TRUE,159,20,FALSE,1,FALSE,TRUE,TRUE,4,4,1,12,Oslo
387,6,FALSE,326,63,TRUE,1,FALSE,TRUE,FALSE,4,4,5,56,Oslo
388,2,FALSE,416,85,FALSE,4,FALSE,FALSE,FALSE,4,4,2,22,Oslo
389,1,TRUE,43,33,TRUE,4,FALSE,FALSE,TRUE,2,3,7,97,Oslo
390,1,FALSE,67,91,FALSE,3,TRUE,FALSE,TRUE,5,2,3,5,Oslo
391,2,TRUE,191,60,TRUE,3,TRUE,FALSE,FALSE,5,1,7,37,Oslo
392,1,FALSE,100,87,FALSE,2,TRUE,FALSE,FALSE,1,3,1,100,Oslo
393,1,TRUE,309,80,FALSE,2,FALSE,TRUE,FALSE,2,2,7,50,Oslo
394,7,FALSE,178,58,TRUE,3,TRUE,FALSE,TRUE,1,2,5,66,Oslo
395,1,FALSE,377,27,FALSE,2,TRUE,FALSE,TRUE,3,3,6,18,Oslo
396,2,TRUE,34,20,TRUE,1,FALSE,FALSE,TRUE,3,3,7,11,Oslo
397,7,TRUE,129,85,TRUE,1,TRUE,TRUE,TRUE,5,1,3,90,Oslo
398,7,FALSE,13,15,TRUE,4,FALSE,TRUE,FALSE,4,2,1,80,Oslo
399,3,TRUE,185,10,FALSE,3,TRUE,TRUE,TRUE,2,4,1,48,Oslo
400,6,TRUE,416,13,TRUE,4,TRUE,TRUE,FALSE,1,4,4,69,Oslo
401,3,FALSE,366,61,TRUE,3,TRUE,FALSE,TRUE,4,1,5,23,Oslo
402,2,TRUE,448,62,TRUE,3,TRUE,FALSE,FALSE,5,2,5,6,Oslo
403,5,FALSE,431,10,FALSE,2,TRUE,TRUE,TRUE,4,3,7,32,Oslo
404,3,FALSE,89,37,TRUE,4,TRUE,TRUE,TRUE,4,4,1,67,Oslo
405,2,FALSE,19,53,FALSE,4,TRUE,TRUE,TRUE,5,4,4,88,Oslo
406,5,TRUE,148,92,TRUE,1,FALSE,FALSE,FALSE,4,2,7,7,Oslo
407,5,FALSE,391,84,TRUE,2,FALSE,TRUE,TRUE,3,3,7,14,Oslo
408,1,FALSE,282,23,FALSE,3,TRUE,TRUE,TRUE,3,4,3,93,Oslo
409,5,TRUE,33,89,FALSE,1,FALSE,FALSE,TRUE,4,1,6,72,Oslo
410,5,FALSE,73,58,FALSE,2,TRUE,TRUE,FALSE,1,3,1,12,Oslo
411,6,TRUE,308,98,TRUE,3,FALSE,FALSE,TRUE,1,4,6,97,Oslo
412,2,FALSE,162,20,TRUE,1,TRUE,TRUE,TRUE,3,4,1,80,Oslo
413,6,TRUE,111,82,TRUE,4,TRUE,FALSE,FALSE,3,2,6,11,Oslo
414,3,FALSE,184,100,FALSE,3,TRUE,TRUE,FALSE,2,1,7,63,Oslo
415,4,FALSE,468,70,FALSE,3,FALSE,FALSE,FALSE,3,4,3,26,Oslo
416,4,TRUE,32,47,FALSE,2,TRUE,TRUE,TRUE,2,4,6,15,Oslo
417,3,TRUE,442,21,TRUE,4,FALSE,FALSE,TRUE,2,1,5,81,Oslo
418,6,FALSE,93,37,FALSE,3,TRUE,TRUE,TRUE,3,4,3,31,Oslo
419,6,FALSE,172,37,FALSE,2,TRUE,FALSE,FALSE,3,2,2,69,Oslo
420,1,TRUE,437,58,FALSE,1,FALSE,FALSE,FALSE,4,3,3,71,Oslo
421,7,FALSE,194,100,TRUE,2,TRUE,TRUE,TRUE,4,4,3,37,Oslo
422,3,FALSE,125,17,FALSE,2,FALSE,TRUE,TRUE,5,1,6,61,Oslo
423,6,FALSE,164,66,TRUE,2,FALSE,TRUE,FALSE,2,1,5,33,Oslo
424,2,TRUE,88,4,FALSE,4,FALSE,FALSE,FALSE,4,2,4,78,Oslo
425,6,FALSE,369,74,TRUE,3,FALSE,FALSE,TRUE,3,4,7,51,Oslo
426,1,TRUE,271,50,FALSE,4,TRUE,FALSE,FALSE,3,1,4,82,Oslo
427,7,FALSE,298,74,FALSE,1,TRUE,TRUE,FALSE,5,4,7,7,Oslo
428,1,TRUE,116,86,TRUE,3,TRUE,FALSE,TRUE,3,3,5,2,Oslo
429,6,TRUE,357,93,TRUE,2,TRUE,TRUE,TRUE,1,1,2,45,Oslo
430,1,TRUE,316,23,TRUE,2,TRUE,TRUE,TRUE,2,4,2,6,Oslo
431,4,TRUE,21,19,TRUE,4,FALSE,FALSE,TRUE,4,4,2,35,Oslo
432,6,TRUE,93,40,TRUE,3,TRUE,TRUE,FALSE,2,1,5,65,Oslo
433,6,TRUE,278,60,TRUE,2,TRUE,FALSE,FALSE,3,2,4,69,Oslo
434,5,FALSE,148,44,FALSE,4,FALSE,FALSE,TRUE,3,2,6,35,Oslo
435,6,TRUE,112,97,TRUE,4,FALSE,TRUE,FALSE,4,1,5,51,Oslo
436,7,TRUE,213,88,FALSE,3,FALSE,TRUE,FALSE,3,3,1,10,Oslo
437,5,TRUE,114,29,TRUE,4,FALSE,FALSE,TRUE,5,2,3,67,Oslo
438,4,TRUE,221,63,FALSE,3,TRUE,FALSE,TRUE,3,2,4,54,Oslo
439,5,TRUE,341,73,TRUE,4,FALSE,TRUE,TRUE,3,3,1,27,Oslo
440,5,TRUE,465,51,TRUE,4,FALSE,FALSE,FALSE,2,4,6,45,Oslo
441,4,TRUE,100,27,TRUE,3,FALSE,FALSE,TRUE,2,4,6,43,Oslo
442,1,TRUE,11,56,TRUE,1,FALSE,TRUE,FALSE,2,1,7,27,Oslo
443,1,FALSE,111,20,TRUE,3,TRUE,TRUE,FALSE,3,4,7,96,Oslo
444,3,TRUE,398,85,TRUE,3,FALSE,TRUE,FALSE,1,1,1,58,Oslo
445,6,FALSE,150,75,FALSE,2,TRUE,TRUE,FALSE,1,2,5,14,Oslo
446,6,FALSE,315,45,FALSE,3,FALSE,TRUE,FALSE,4,3,2,15,Oslo
447,5,TRUE,209,66,FALSE,3,TRUE,TRUE,FALSE,3,1,1,89,Oslo
448,4,FALSE,468,92,TRUE,1,FALSE,FALSE,TRUE,2,4,5,55,Oslo
449,4,FALSE,266,50,TRUE,1,FALSE,TRUE,FALSE,4,3,1,67,Oslo
450,6,TRUE,476,66,FALSE,3,TRUE,TRUE,TRUE,1,4,5,3,Oslo
451,2,TRUE,31,74,TRUE,4,FALSE,TRUE,FALSE,1,1,3,14,Oslo
452,2,TRUE,305,75,TRUE,4,TRUE,FALSE,TRUE,5,1,1,66,Oslo
453,3,FALSE,405,3,TRUE,3,TRUE,FALSE,FALSE,1,1,3,45,Oslo
454,7,FALSE,91,77,FALSE,3,TRUE,TRUE,FALSE,5,3,7,85,Oslo
455,3,FALSE,157,83,TRUE,4,FALSE,TRUE,FALSE,1,1,1,76,Oslo
456,3,FALSE,87,47,TRUE,2,TRUE,TRUE,TRUE,1,3,3,9,Oslo
457,4,TRUE,412,84,FALSE,2,TRUE,FALSE,TRUE,5,4,4,1,Oslo
458,1,FALSE,462,100,FALSE,1,FALSE,FALSE,FALSE,5,3,2,24,Oslo
459,2,FALSE,352,21,FALSE,4,TRUE,FALSE,FALSE,1,3,5,57,Oslo
460,1,FALSE,269,97,TRUE,2,TRUE,TRUE,FALSE,4,2,4,47,Oslo
461,1,TRUE,165,81,TRUE,3,FALSE,FALSE,TRUE,1,4,6,88,Oslo
462,4,TRUE,219,6,FALSE,1,TRUE,TRUE,TRUE,4,1,4,49,Oslo
463,6,TRUE,492,1,TRUE,1,FALSE,FALSE,FALSE,4,1,5,49,Oslo
464,7,FALSE,394,71,FALSE,3,FALSE,TRUE,FALSE,5,1,2,84,Oslo
465,3,TRUE,227,64,TRUE,1,FALSE,TRUE,FALSE,3,2,3,78,Oslo
466,7,TRUE,100,31,FALSE,2,FALSE,FALSE,TRUE,2,3,2,47,Oslo
467,5,FALSE,345,12,FALSE,2,FALSE,TRUE,TRUE,2,3,4,83,Oslo
468,6,FALSE,479,90,TRUE,1,FALSE,TRUE,TRUE,2,3,7,65,Oslo
469,6,FALSE,183,7,FALSE,4,FALSE,FALSE,FALSE,4,2,6,90,Oslo
470,4,FALSE,390,13,TRUE,1,TRUE,TRUE,FALSE,2,4,5,1,Oslo
471,5,FALSE,135,14,FALSE,4,TRUE,FALSE,FALSE,5,2,2,6,Oslo
472,6,TRUE,102,63,FALSE,3,TRUE,FALSE,TRUE,4,4,7,40,Oslo
473,5,TRUE,15,14,TRUE,2,FALSE,TRUE,TRUE,3,2,3,80,Oslo
474,2,TRUE,269,34,TRUE,2,FALSE,TRUE,TRUE,5,3,5,8,Oslo
475,4,FALSE,317,92,FALSE,2,FALSE,FALSE,TRUE,5,4,6,70,Oslo
476,5,TRUE,17,40,FALSE,3,FALSE,FALSE,TRUE,4,3,5,16,Oslo
477,2,FALSE,302,14,FALSE,2,FALSE,TRUE,TRUE,3,1,1,25,Oslo
478,7,FALSE,61,63,FALSE,2,FALSE,TRUE,FALSE,2,3,1,29,Oslo
479,1,TRUE,91,64,TRUE,3,TRUE,FALSE,TRUE,4,2,3,53,Oslo
480,5,TRUE,287,59,TRUE,4,TRUE,TRUE,FALSE,4,3,7,23,Oslo
481,5,FALSE,489,34,FALSE,4,FALSE,TRUE,FALSE,3,4,6,75,Oslo
482,3,FALSE,344,73,TRUE,4,TRUE,FALSE,TRUE,5,4,7,75,Oslo
483,6,TRUE,21,85,TRUE,4,TRUE,TRUE,FALSE,3,2,6,85,Oslo
484,4,TRUE,226,78,FALSE,4,TRUE,FALSE,TRUE,4,3,4,83,Oslo
485,1,TRUE,101,27,TRUE,3,FALSE,TRUE,TRUE,2,2,3,42,Oslo
486,3,TRUE,397,69,TRUE,2,TRUE,FALSE,FALSE,2,2,2,89,Oslo
487,4,TRUE,39,29,TRUE,1,TRUE,TRUE,FALSE,2,4,1,99,Oslo
488,5,TRUE,149,66,FALSE,4,TRUE,FALSE,FALSE,4,1,4,34,Oslo
489,1,FALSE,43,93,TRUE,2,FALSE,TRUE,FALSE,1,1,7,71,Oslo
490,7,FALSE,228,95,FALSE,1,FALSE,FALSE,TRUE,2,1,2,91,Oslo
491,5,FALSE,164,53,TRUE,3,TRUE,TRUE,FALSE,1,2,5,32,Oslo
492,4,FALSE,77,89,FALSE,4,FALSE,TRUE,TRUE,2,4,5,52,Oslo
493,1,TRUE,411,73,FALSE,1,TRUE,FALSE,TRUE,1,2,7,15,Oslo
494,2,TRUE,315,55,TRUE,1,TRUE,TRUE,FALSE,1,2,4,87,Oslo
495,3,FALSE,466,52,TRUE,3,FALSE,FALSE,TRUE,5,1,3,11,Oslo
496,7,TRUE,311,33,TRUE,2,FALSE,FALSE,TRUE,3,4,4,49,Oslo
497,2,TRUE,403,14,FALSE,4,FALSE,FALSE,FALSE,2,3,7,43,Oslo
498,7,FALSE,18,10,TRUE,3,FALSE,TRUE,FALSE,3,2,2,65,Oslo
499,1,FALSE,62,50,TRUE,4,TRUE,FALSE,TRUE,3,1,7,23,Oslo
500,3,FALSE,265,49,FALSE,4,TRUE,FALSE,TRUE,4,2,1,61,Oslo
501,1,FALSE,56,16,FALSE,3,FALSE,TRUE,FALSE,2,4,3,39,Oslo
502,2,TRUE,171,97,TRUE,4,FALSE,TRUE,TRUE,4,2,6,38,Oslo
503,6,TRUE,297,33,TRUE,2,FALSE,FALSE,FALSE,5,1,1,100,Oslo
504,7,TRUE,380,62,FALSE,1,FALSE,FALSE,TRUE,5,4,7,35,Oslo
505,2,FALSE,489,81,FALSE,4,FALSE,FALSE,FALSE,3,1,5,86,Oslo
506,1,FALSE,427,90,FALSE,2,TRUE,TRUE,FALSE,5,1,1,92,Oslo
507,1,FALSE,488,42,TRUE,2,FALSE,FALSE,TRUE,2,2,2,17,Oslo
508,5,TRUE,387,54,TRUE,3,TRUE,FALSE,TRUE,2,2,3,39,Oslo
509,5,FALSE,129,21,TRUE,4,TRUE,TRUE,TRUE,1,3,6,22,Oslo
510,3,FALSE,235,80,TRUE,2,TRUE,TRUE,FALSE,2,2,1,34,Oslo
511,1,TRUE,400,64,TRUE,3,FALSE,TRUE,FALSE,4,2,5,55,Oslo
512,7,TRUE,150,54,TRUE,4,TRUE,TRUE,TRUE,1,2,5,40,Oslo
513,6,TRUE,482,41,TRUE,2,TRUE,FALSE,TRUE,1,3,5,65,Oslo
514,4,FALSE,39,17,FALSE,4,FALSE,FALSE,TRUE,5,1,3,23,Oslo
515,5,TRUE,396,35,FALSE,4,FALSE,FALSE,FALSE,1,1,4,38,Oslo
516,6,TRUE,297,26,TRUE,2,TRUE,FALSE,TRUE,5,4,3,56,Oslo
517,2,FALSE,233,67,FALSE,3,FALSE,FALSE,TRUE,2,2,6,68,Oslo
518,3,FALSE,457,32,TRUE,3,FALSE,FALSE,TRUE,4,3,2,40,Oslo
519,3,TRUE,215,27,TRUE,1,FALSE,FALSE,TRUE,1,2,1,44,Oslo
520,3,TRUE,359,96,TRUE,2,FALSE,TRUE,TRUE,5,1,1,70,Oslo
521,2,FALSE,33,50,TRUE,3,TRUE,FALSE,TRUE,4,2,2,1,Oslo
522,7,FALSE,478,31,FALSE,4,FALSE,FALSE,FALSE,5,3,1,100,Oslo
523,5,TRUE,384,71,TRUE,1,TRUE,FALSE,FALSE,4,2,6,23,Oslo
524,3,TRUE,460,10,FALSE,2,TRUE,TRUE,FALSE,1,4,6,37,Oslo
525,3,TRUE,65,7,TRUE,2,FALSE,TRUE,TRUE,1,3,2,60,Oslo
526,6,FALSE,9,85,FALSE,4,FALSE,TRUE,FALSE,2,1,1,91,Oslo
527,3,FALSE,312,11,TRUE,3,TRUE,TRUE,TRUE,3,1,6,75,Oslo
528,5,FALSE,140,75,FALSE,4,TRUE,FALSE,FALSE,3,3,5,60,Oslo
529,7,TRUE,76,23,FALSE,2,FALSE,FALSE,FALSE,1,4,3,86,Oslo
530,6,TRUE,476,16,FALSE,3,FALSE,TRUE,TRUE,2,3,7,14,Oslo
531,6,TRUE,369,96,FALSE,1,TRUE,TRUE,TRUE,1,3,2,55,Oslo
532,2,FALSE,500,84,FALSE,2,TRUE,FALSE,FALSE,3,4,3,83,Oslo
533,1,FALSE,295,84,TRUE,4,FALSE,TRUE,TRUE,4,3,6,40,Oslo
534,1,TRUE,56,18,FALSE,2,TRUE,FALSE,FALSE,2,3,7,25,Oslo
535,3,TRUE,406,59,FALSE,4,TRUE,TRUE,TRUE,1,2,1,86,Oslo
536,4,FALSE,440,98,FALSE,2,FALSE,FALSE,FALSE,2,2,3,38,Oslo
537,2,TRUE,92,46,TRUE,2,TRUE,FALSE,FALSE,3,1,6,55,Oslo
538,4,TRUE,318,27,FALSE,1,TRUE,TRUE,TRUE,2,4,1,44,Oslo
539,6,TRUE,121,29,FALSE,1,TRUE,FALSE,FALSE,2,2,7,42,Oslo
540,4,FALSE,419,16,TRUE,1,FALSE,TRUE,TRUE,4,1,3,50,Oslo
541,4,TRUE,422,2,TRUE,4,FALSE,FALSE,FALSE,3,2,5,20,Oslo
542,1,FALSE,219,48,FALSE,3,FALSE,FALSE,TRUE,2,1,1,21,Oslo
543,4,FALSE,115,30,FALSE,1,FALSE,TRUE,FALSE,1,3,2,36,Oslo
544,3,TRUE,337,76,TRUE,4,FALSE,TRUE,FALSE,3,4,7,87,Oslo
545,2,FALSE,402,11,TRUE,4,FALSE,TRUE,TRUE,3,3,1,31,Oslo
546,5,FALSE,289,82,TRUE,1,TRUE,TRUE,FALSE,2,2,3,98,Oslo
547,1,FALSE,390,47,TRUE,2,FALSE,TRUE,TRUE,3,2,6,96,Oslo
548,4,TRUE,110,40,FALSE,3,TRUE,TRUE,TRUE,5,1,3,63,Oslo
549,6,FALSE,218,77,FALSE,3,FALSE,TRUE,TRUE,1,4,6,18,Oslo
550,5,TRUE,182,48,FALSE,1,FALSE,FALSE,FALSE,3,1,5,70,Oslo
551,6,FALSE,201,35,TRUE,3,TRUE,TRUE,TRUE,3,3,7,66,Oslo
552,5,TRUE,365,17,TRUE,2,TRUE,FALSE,FALSE,4,1,2,75,Oslo
553,4,TRUE,390,17,FALSE,2,TRUE,FALSE,FALSE,2,4,5,16,Oslo
554,6,TRUE,488,43,FALSE,1,FALSE,FALSE,FALSE,4,1,2,12,Oslo
555,1,FALSE,365,37,FALSE,4,FALSE,FALSE,TRUE,5,3,5,21,Oslo
556,5,TRUE,138,19,TRUE,3,FALSE,TRUE,FALSE,4,4,1,61,Oslo
557,5,TRUE,464,55,TRUE,3,TRUE,FALSE,TRUE,5,1,1,2,Oslo
558,6,FALSE,402,77,FALSE,3,FALSE,FALSE,TRUE,3,3,4,45,Oslo
559,2,FALSE,108,12,TRUE,1,TRUE,TRUE,FALSE,1,4,2,84,Oslo
560,4,TRUE,112,39,TRUE,4,FALSE,FALSE,TRUE,2,2,7,89,Oslo
561,4,TRUE,217,97,TRUE,2,TRUE,FALSE,TRUE,2,4,1,99,Oslo
562,1,TRUE,332,64,FALSE,4,FALSE,TRUE,TRUE,1,4,4,63,Oslo
563,2,TRUE,329,27,FALSE,2,TRUE,TRUE,FALSE,4,2,6,20,Oslo
564,2,FALSE,495,25,TRUE,1,TRUE,FALSE,TRUE,1,3,5,91,Oslo
565,2,FALSE,65,80,TRUE,2,FALSE,TRUE,TRUE,2,4,3,70,Oslo
566,6,FALSE,349,87,FALSE,4,TRUE,TRUE,FALSE,4,1,2,21,Oslo
567,2,FALSE,178,95,FALSE,4,TRUE,FALSE,TRUE,2,2,5,72,Oslo
568,4,FALSE,14,79,TRUE,3,FALSE,FALSE,TRUE,4,2,1,67,Oslo
569,4,TRUE,326,3,FALSE,2,TRUE,FALSE,TRUE,1,3,7,100,Oslo
570,4,FALSE,443,82,FALSE,3,TRUE,FALSE,TRUE,2,3,5,14,Oslo
571,6,FALSE,371,73,FALSE,1,TRUE,FALSE,TRUE,5,4,2,3,Oslo
572,7,TRUE,189,70,TRUE,2,TRUE,TRUE,TRUE,4,4,2,10,Oslo
